"","Longitude..x.","Latitude..y.","Station.Name","Climate.ID","Date.Time","Year","Month","Day","Data.Quality","Max.Temp...C.","Max.Temp.Flag","Min.Temp...C.","Min.Temp.Flag","Mean.Temp...C.","Mean.Temp.Flag","Heat.Deg.Days...C.","Heat.Deg.Days.Flag","Cool.Deg.Days...C.","Cool.Deg.Days.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.on.Grnd..cm.","Snow.on.Grnd.Flag","Dir.of.Max.Gust..10s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag"
"63",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-03",2008,3,3,NA,-0.4,NA,-4.5,NA,-2.5,NA,20.5,NA,0,NA,0.2,NA,2,NA,2,NA,11,NA,22,"E","48","E"
"64",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-04",2008,3,4,NA,3.5,NA,-6.1,NA,-1.3,NA,19.3,NA,0,NA,0,"TRUE",0,"TRUE",0,"TRUE",11,NA,29,"E","63","E"
"65",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-05",2008,3,5,NA,-2,NA,-7,NA,-4.5,NA,22.5,NA,0,NA,0,"TRUE",0,NA,0,"TRUE",10,NA,17,"E","72","E"
"66",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-06",2008,3,6,NA,9.5,NA,-3.4,NA,3.1,NA,14.9,NA,0,NA,5.2,NA,0,NA,5.2,NA,7,NA,17,"E","72","E"
"67",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-07",2008,3,7,NA,0.9,NA,-5.3,NA,-2.2,NA,20.2,NA,0,NA,0,NA,0,NA,0,NA,5,NA,NA,"","<31",""
"68",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-08",2008,3,8,NA,13.8,NA,-3.6,NA,5.1,NA,12.9,NA,0,NA,4.6,NA,0,NA,4.6,NA,5,NA,26,"E","78","E"
"69",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-09",2008,3,9,NA,5.3,NA,-5.6,NA,-0.2,NA,18.2,NA,0,NA,9.8,NA,1.2,NA,12.8,NA,2,NA,26,"E","76","E"
"70",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-10",2008,3,10,NA,0.1,NA,-12.8,NA,-6.4,NA,24.4,NA,0,NA,0,NA,6,NA,3,NA,6,NA,34,"E","48","E"
"71",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-11",2008,3,11,NA,-2.3,NA,-12.2,NA,-7.3,NA,25.3,NA,0,NA,0,NA,0,NA,0,NA,5,NA,NA,"","<31",""
"72",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-12",2008,3,12,NA,2.4,NA,-6.4,NA,-2,NA,20,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",5,NA,16,"E","46","E"
"73",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-13",2008,3,13,NA,1.4,NA,-7.4,NA,-3,NA,21,NA,0,NA,12.2,NA,14.8,NA,26.6,NA,10,NA,30,"E","76","E"
"74",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-14",2008,3,14,NA,-3.7,NA,-10.5,NA,-7.1,NA,25.1,NA,0,NA,0,NA,0.5,NA,0.5,NA,7,NA,29,"E","80","E"
"75",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-15",2008,3,15,NA,-2.8,NA,-11.8,NA,-7.3,NA,25.3,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",7,NA,25,"E","33","E"
"76",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-16",2008,3,16,NA,-5.4,NA,-8.4,NA,-6.9,NA,24.9,NA,0,NA,0,NA,20.4,NA,17.8,NA,18,NA,3,"E","63","E"
"77",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-17",2008,3,17,NA,-1.4,NA,-8.7,NA,-5.1,NA,23.1,NA,0,NA,0,NA,37.4,NA,30.3,NA,25,NA,4,"E","96","E"
"78",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-18",2008,3,18,NA,-0.2,NA,-1.6,NA,-0.9,NA,18.9,NA,0,NA,16,NA,1.2,NA,18.8,NA,53,NA,NA,"M","","M"
"79",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-19",2008,3,19,NA,0.6,NA,-1.7,NA,-0.6,NA,18.6,NA,0,NA,32.6,NA,0,NA,32.6,NA,40,NA,NA,"M","","M"
"80",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-20",2008,3,20,NA,1.1,NA,-1.7,NA,-0.3,NA,18.3,NA,0,NA,0,"TRUE",0,NA,0,"TRUE",33,NA,NA,"M","","M"
"81",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-21",2008,3,21,NA,3,NA,-2.9,NA,0.1,NA,17.9,NA,0,NA,11.2,NA,0,"TRUE",11.2,NA,33,NA,16,"E","63","E"
"82",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-22",2008,3,22,NA,2,NA,-4.2,NA,-1.1,NA,19.1,NA,0,NA,0,NA,1.8,NA,1.8,NA,28,NA,23,"E","35","E"
"83",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-23",2008,3,23,NA,-0.1,NA,-5.8,NA,-3,NA,21,NA,0,NA,0,NA,1,NA,1,NA,27,NA,26,"E","63","E"
"84",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-24",2008,3,24,NA,-1.4,NA,-7.6,NA,-4.5,NA,22.5,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",27,NA,27,"E","69","E"
"85",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-25",2008,3,25,NA,-6.3,NA,-9.6,NA,-8,NA,26,NA,0,NA,0,NA,6.4,NA,4.2,NA,26,NA,2,"E","35","E"
"86",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-26",2008,3,26,NA,-5.6,NA,-10.7,NA,-8.2,NA,26.2,NA,0,NA,0,NA,0.4,NA,0.4,NA,32,NA,34,"E","32","E"
"87",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-27",2008,3,27,NA,1.6,NA,-7.6,NA,-3,NA,21,NA,0,NA,0,NA,2.4,NA,2.4,NA,31,NA,17,"E","70","E"
"88",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-28",2008,3,28,NA,2.3,NA,-5.9,NA,-1.8,NA,19.8,NA,0,NA,0,NA,0,NA,0,NA,32,NA,28,"E","54","E"
"89",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-29",2008,3,29,NA,-1.8,NA,-5.8,NA,-3.8,NA,21.8,NA,0,NA,0,"TRUE",10.2,NA,8.8,NA,32,NA,2,"E","44","E"
"90",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-30",2008,3,30,NA,-1.8,NA,-7.6,NA,-4.7,NA,22.7,NA,0,NA,0,NA,7,NA,5.2,NA,42,NA,1,"E","57","E"
"91",-52.74,47.62,"ST JOHN'S A",8403506,"2008-03-31",2008,3,31,NA,-6.6,NA,-13.4,NA,-10,NA,28,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",38,NA,NA,"M","","M"
"92",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-01",2008,4,1,NA,-1.7,NA,-14.1,NA,-7.9,NA,25.9,NA,0,NA,0,NA,0,NA,0,NA,35,NA,NA,"","<31",""
"93",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-02",2008,4,2,NA,3.4,NA,-4.1,NA,-0.4,NA,18.4,NA,0,NA,5,NA,3.2,NA,8.2,NA,38,NA,15,"E","63","E"
"94",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-03",2008,4,3,NA,-0.8,NA,-5.5,NA,-3.2,NA,21.2,NA,0,NA,0,NA,0.4,NA,0,"TRUE",34,NA,26,"E","74","E"
"95",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-04",2008,4,4,NA,1.7,NA,-4.2,NA,-1.3,NA,19.3,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",34,NA,28,"E","67","E"
"96",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-05",2008,4,5,NA,1.9,NA,-6.2,NA,-2.2,NA,20.2,NA,0,NA,0,NA,0,NA,0,NA,32,NA,NA,"","<31",""
"97",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-06",2008,4,6,NA,1.4,NA,-4.3,NA,-1.5,NA,19.5,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",30,NA,2,"E","41","E"
"98",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-07",2008,4,7,NA,0.7,NA,-2.1,NA,-0.7,NA,18.7,NA,0,NA,5.6,NA,0,"TRUE",5.6,NA,26,NA,1,"E","52","E"
"99",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-08",2008,4,8,NA,4.4,NA,0.5,NA,2.5,NA,15.5,NA,0,NA,0.8,NA,0,NA,0.8,NA,22,NA,NA,"","<31",""
"100",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-09",2008,4,9,NA,8.3,NA,0.7,NA,4.5,NA,13.5,NA,0,NA,0,NA,0,NA,0,NA,17,NA,NA,"","<31",""
"101",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-10",2008,4,10,NA,11,NA,3.3,NA,7.2,NA,10.8,NA,0,NA,0,NA,0,NA,0,NA,15,NA,NA,"","<31",""
"102",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-11",2008,4,11,NA,4,NA,1.2,NA,2.6,NA,15.4,NA,0,NA,3.6,NA,0,NA,3.6,NA,5,NA,NA,"","<31",""
"103",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-12",2008,4,12,NA,4.8,NA,0.9,NA,2.9,NA,15.1,NA,0,NA,0.4,NA,0,NA,0.4,NA,2,NA,29,"E","32","E"
"104",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-13",2008,4,13,NA,6.4,NA,0,NA,3.2,NA,14.8,NA,0,NA,6.4,NA,0,"TRUE",6.4,NA,1,NA,NA,"","<31",""
"105",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-14",2008,4,14,NA,3.4,NA,-1.4,NA,1,NA,17,NA,0,NA,0,"TRUE",0,"TRUE",0,"TRUE",1,NA,27,"E","72","E"
"106",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-15",2008,4,15,NA,4.8,NA,-2.5,NA,1.2,NA,16.8,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",1,NA,27,"E","72","E"
"107",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-16",2008,4,16,NA,8.8,NA,-2.7,NA,3.1,NA,14.9,NA,0,NA,0,NA,0,NA,0,NA,1,NA,27,"E","59","E"
"108",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-17",2008,4,17,NA,13.4,NA,2.1,NA,7.8,NA,10.2,NA,0,NA,0,NA,0,NA,0,NA,1,NA,27,"E","67","E"
"109",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-18",2008,4,18,NA,15.9,NA,2.4,NA,9.2,NA,8.8,NA,0,NA,20.8,NA,0,NA,20.8,NA,0,"TRUE",27,"E","52","E"
"110",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-19",2008,4,19,NA,4.8,NA,-4.1,NA,0.4,NA,17.6,NA,0,NA,11.8,NA,0.8,NA,12.6,NA,0,"TRUE",4,"E","39","E"
"111",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-20",2008,4,20,NA,7.2,NA,-5,NA,1.1,NA,16.9,NA,0,NA,0,NA,0,NA,0,NA,1,NA,32,"E","37","E"
"112",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-21",2008,4,21,NA,10.7,NA,-2.3,NA,4.2,NA,13.8,NA,0,NA,0,NA,0,NA,0,NA,0,NA,29,"E","39","E"
"113",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-22",2008,4,22,NA,4.4,NA,-5.2,NA,-0.4,NA,18.4,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",0,NA,35,"E","37","E"
"114",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-23",2008,4,23,NA,4.4,NA,-6.8,NA,-1.2,NA,19.2,NA,0,NA,0,NA,0,NA,0,NA,0,NA,30,"E","32","E"
"115",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-24",2008,4,24,NA,6.9,NA,-2.7,NA,2.1,NA,15.9,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",0,"TRUE",NA,"","<31",""
"116",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-25",2008,4,25,NA,-0.2,NA,-2.8,NA,-1.5,NA,19.5,NA,0,NA,0,NA,0.2,NA,0.2,NA,0,NA,NA,"","<31",""
"117",-52.74,47.62,"ST JOHN'S A",8403506,"2008-04-26",2008,4,26,NA,0.9,NA,-2.9,NA,-1,NA,19,NA,0,NA,0,NA,0,"TRUE",0,"TRUE",0,"TRUE",6,"E","37","E"
